Date,Open,High,Low,Close,Volume,Return
1999-03-02,0.0419634,0.04218,0.0410388,0.0417307,15439579,-0.010651967757230874
1999-03-03,0.0419634,0.0419634,0.0387442,0.038972,17310627,-0.06610720644513512
1999-03-04,0.0408112,0.0410388,0.0378386,0.0380583,16329315,-0.023445037462793694
1999-03-05,0.0385123,0.0403518,0.0385123,0.0401271,21772336,0.054358707561819486
1999-03-08,0.0392015,0.0419634,0.0385123,0.0408112,21288285,0.017048328934809565
1999-03-09,0.0408112,0.0426466,0.0408112,0.04218,39645642,0.03353981260046268
1999-03-10,0.0426466,0.0426466,0.0408112,0.0414991,64178733,-0.01614272166903763
1999-03-11,0.0408112,0.0414991,0.0396677,0.0396677,15020865,-0.04413107754144063
1999-03-12,0.0398945,0.0398945,0.0382868,0.038972,25409737,-0.017538198584742815
1999-03-15,0.0398945,0.0410388,0.0396677,0.0405864,30159616,0.04142461254233809
1999-03-16,0.0408112,0.0412705,0.038972,0.0392015,21942510,-0.0341222675576055
1999-03-17,0.0396677,0.0403518,0.0385123,0.0394331,14510454,0.005907937196280688
1999-03-18,0.0396677,0.0405864,0.0387442,0.0401271,13110558,0.017599427891796582
1999-03-19,0.0398945,0.0412705,0.0398945,0.0401271,29400494,0.0
1999-03-22,0.0410388,0.0410388,0.038972,0.038972,10467489,-0.028786032382105864
1999-03-23,0.0392015,0.0392015,0.0357676,0.0364567,44813824,-0.06454120907318073
1999-03-24,0.0362297,0.0364567,0.0348559,0.0362297,17088025,-0.006226564664382761
1999-03-25,0.0362297,0.0382868,0.0359942,0.0366834,11291817,0.012522874878897694
1999-03-26,0.037377,0.0401271,0.037377,0.0401271,24350028,0.0938762492026366
1999-03-29,0.0412705,0.04218,0.0405864,0.0412705,18527400,0.028494458856981986
1999-03-30,0.0412705,0.0417307,0.0376018,0.0378386,19299291,-0.08315624962140034
1999-03-31,0.038972,0.0408112,0.0371475,0.0403518,41869987,0.06641894784690772
1999-04-01,0.0403518,0.0405864,0.0385123,0.0392015,8544193,-0.028506782844879286
1999-04-05,0.0387442,0.0396677,0.0378386,0.0380583,27293895,-0.029162149407548132
1999-04-06,0.0382868,0.0385123,0.0362297,0.036919,19377868,-0.029935651355946113
1999-04-07,0.037377,0.0403518,0.036919,0.0401271,24781851,0.08689563639318498
1999-04-08,0.0403518,0.0419634,0.0398945,0.0408112,35550119,0.017048328934809565
1999-04-09,0.0410388,0.0410388,0.0398945,0.0401271,13345989,-0.016762555376955368
1999-04-12,0.0396677,0.0396677,0.0378386,0.0385123,9773975,-0.040242130629923434
1999-04-13,0.0392015,0.0392015,0.0362297,0.036919,10244957,-0.04137119829249358
1999-04-14,0.0366834,0.0376018,0.0357676,0.0357676,13202114,-0.03118719358595856
1999-04-15,0.0366834,0.0366834,0.0357676,0.0366834,10114242,0.025604178082957896
1999-04-16,0.0364567,0.0385123,0.0364567,0.0380583,10689940,0.03748016814144828
1999-04-19,0.0385123,0.0385123,0.0357676,0.0362297,8910459,-0.04804733790001148
1999-04-20,0.0362297,0.0378386,0.0353183,0.0355331,18527400,-0.019227319022790623
1999-04-21,0.0355331,0.0362297,0.0353183,0.0362297,10820815,0.019604256313127788
1999-04-22,0.0362297,0.0362297,0.0343868,0.0346193,62176800,-0.04444971942908715
1999-04-23,0.0343868,0.0346193,0.032785,0.0330168,34555657,-0.04628920862062491
1999-04-26,0.0330168,0.0334779,0.0304884,0.0311834,34202370,-0.05552930629255404
1999-04-27,0.0320983,0.0348559,0.0314141,0.0346193,62072134,0.11018362333805798
1999-04-28,0.0348559,0.0348559,0.0332515,0.0343868,32750106,-0.006715907022961098
1999-04-29,0.0343868,0.0346193,0.0337177,0.0343868,13149726,0.0
1999-04-30,0.0348559,0.0362297,0.0343868,0.0348559,27581884,0.01364186257517419
1999-05-03,0.0353183,0.0353183,0.0341571,0.0350837,9263665,0.00653547892896178
1999-05-04,0.0350837,0.0350837,0.0325554,0.0332515,26194777,-0.052223682222798606
1999-05-05,0.0334779,0.0339333,0.0314141,0.0339333,39501598,0.02050433815015862
1999-05-06,0.0337177,0.0343868,0.0323268,0.0332515,10022556,-0.020092357654575177
1999-05-07,0.0323268,0.0337177,0.0323268,0.0334779,6974053,0.006808715396297682
1999-05-10,0.0332515,0.0341571,0.0332515,0.0334779,5443071,0.0
1999-05-11,0.0348559,0.0362297,0.0341571,0.0353183,47391496,0.05497357958533833
1999-05-12,0.0355331,0.0364567,0.0350837,0.0362297,46004509,0.025805319055560494
1999-05-13,0.0362297,0.037377,0.0362297,0.0362297,19482574,0.0
1999-05-14,0.0362297,0.0362297,0.0339333,0.0343868,8439427,-0.050867106269165796
1999-05-17,0.0339333,0.0359942,0.0337177,0.0359942,10074944,0.046744681098561
1999-05-18,0.0364567,0.0382868,0.0353183,0.0378386,41725822,0.05124158892265984
1999-05-19,0.0394331,0.0408112,0.0355331,0.0359942,123215304,-0.048743875301940465
1999-05-20,0.0362297,0.0362297,0.0318705,0.0332515,48660677,-0.0761983875179888
1999-05-21,0.032785,0.032785,0.0314141,0.0325554,82902487,-0.020934393937115714
1999-05-24,0.032785,0.0334779,0.0318705,0.0323268,44983998,-0.007021876555041384
1999-05-25,0.0325554,0.0330168,0.0323268,0.0325554,35537130,0.007071531979657708
1999-05-26,0.0325554,0.0341571,0.0325554,0.0325554,29151964,0.0
1999-05-27,0.032785,0.032785,0.0323268,0.0323268,22544407,-0.007021876555041384
1999-05-28,0.032785,0.032785,0.0323268,0.0325554,24506962,0.007071531979657708
1999-06-01,0.0325554,0.032785,0.0320983,0.032785,27254737,0.007052593425361131
1999-06-02,0.032785,0.032785,0.0314141,0.0314141,35550119,-0.04181485435412535
1999-06-03,0.0323268,0.0325554,0.0320983,0.0323268,11815237,0.029053832514698952
1999-06-04,0.0325554,0.032785,0.0323268,0.0325554,21837764,0.007071531979657708
1999-06-07,0.032785,0.0334779,0.032785,0.0330168,34163242,0.014172763965425217
1999-06-08,0.0330168,0.0343868,0.0330168,0.0337177,42484934,0.02122858665891325
1999-06-09,0.0339333,0.0350837,0.0339333,0.0343868,26561293,0.019844176797349622
1999-06-10,0.0343868,0.0346193,0.0341571,0.0343868,10218758,0.0
1999-06-11,0.0343868,0.0346193,0.0325554,0.0337177,17153523,-0.01945804785557248
1999-06-14,0.0339333,0.0339333,0.0323268,0.0325554,14641349,-0.03447150902938234
1999-06-15,0.0325554,0.032785,0.0320983,0.0325554,13633828,0.0
1999-06-16,0.0330168,0.0343868,0.0325554,0.0334779,17873296,0.028336312869754243
1999-06-17,0.0332515,0.0337177,0.0325554,0.0325554,20869561,-0.02755549183192496
1999-06-18,0.032785,0.032785,0.0311834,0.0311834,43322272,-0.042143546078377114
1999-06-21,0.0323268,0.0330168,0.0314141,0.0330168,23041608,0.05879410199016144
1999-06-22,0.0330168,0.0330168,0.0316407,0.0323268,52782209,-0.020898451697317633
1999-06-23,0.0320983,0.0330168,0.0316407,0.0330168,58186073,0.021344519098704273
1999-06-24,0.0332515,0.0332515,0.0320983,0.0323268,31402408,-0.020898451697317633
1999-06-25,0.0320983,0.0330168,0.0320983,0.032785,20280803,0.014173998044965774
1999-06-28,0.0337177,0.0337177,0.0325554,0.0332515,30303240,0.01422906817141989
1999-06-29,0.0337177,0.0339333,0.0332515,0.0334779,25488354,0.006808715396297682
1999-06-30,0.0346193,0.0364567,0.0339333,0.0364567,73455518,0.0889781019717486
1999-07-01,0.0364567,0.0364567,0.032785,0.0346193,24650756,-0.05039951504113105
1999-07-02,0.0350837,0.0371475,0.0343868,0.0371475,61928260,0.07302862853957182
1999-07-06,0.0376018,0.0376018,0.0366834,0.037377,54195375,0.006178073894609337
1999-07-07,0.0376018,0.0376018,0.0364567,0.0364567,17310627,-0.024622093801000555
1999-07-08,0.0366834,0.0380583,0.0355331,0.037377,51277517,0.025243645201019183
1999-07-09,0.037377,0.0408112,0.037377,0.0405864,57793568,0.08586563929689395
1999-07-12,0.0428759,0.044251,0.0412705,0.0424127,109725320,0.044997831786016906
1999-07-13,0.0428759,0.0431057,0.0405864,0.0424127,38533405,0.0
1999-07-14,0.0424127,0.04356,0.0405864,0.0408112,38153809,-0.0377599162515001
1999-07-15,0.0412705,0.0424127,0.0410388,0.0410388,37761394,0.005576900458697631
1999-07-16,0.0417307,0.04218,0.0410388,0.0419634,28785648,0.022529898535044834
1999-07-19,0.0419634,0.04218,0.0405864,0.0408112,11959062,-0.02745726037451679
1999-07-20,0.0408112,0.0408112,0.0387442,0.0401271,48909258,-0.016762555376955368
1999-07-21,0.0396677,0.0396677,0.0378386,0.038972,30813680,-0.028786032382105864
1999-07-22,0.0387442,0.0387442,0.0366834,0.0371475,58447763,-0.04681566252694236
1999-07-23,0.036919,0.0382868,0.036919,0.0371475,22400392,0.0
1999-07-26,0.0380583,0.0380583,0.037377,0.037377,16944211,0.006178073894609337
1999-07-27,0.037377,0.0376018,0.0366834,0.037377,27267806,0.0
1999-07-28,0.037377,0.0385123,0.0371475,0.0380583,67227367,0.01822778714182527
1999-07-29,0.037377,0.0385123,0.036919,0.0382868,105983133,0.006003946576699448
1999-07-30,0.0382868,0.0394331,0.0382868,0.0385123,123463804,0.005889758350136276
1999-08-02,0.0385123,0.038972,0.0382868,0.0387442,85623842,0.006021452886480372
1999-08-03,0.0387442,0.0387442,0.0376018,0.0378386,69700342,-0.023373821113869986
1999-08-04,0.0380583,0.0382868,0.0378386,0.0378386,25069580,0.0
1999-08-05,0.0378386,0.0385123,0.037377,0.0385123,65670406,0.01780456993651991
1999-08-06,0.0382868,0.0385123,0.0382868,0.0385123,50400841,0.0
1999-08-09,0.0385123,0.038972,0.0382868,0.0385123,8805863,0.0
1999-08-10,0.0387442,0.0408112,0.0385123,0.0392015,57937612,0.017895581411652817
1999-08-11,0.0398945,0.04218,0.0394331,0.0417307,54038391,0.06451793936456518
1999-08-12,0.0419634,0.0449409,0.0417307,0.0437967,65997474,0.04950791623433104
1999-08-13,0.04356,0.044251,0.0428759,0.0433452,23551798,-0.010308995883251515
1999-08-16,0.0437967,0.0437967,0.0401271,0.0417307,61313183,-0.03724749222520596
1999-08-17,0.0417307,0.0424127,0.0408112,0.0417307,52991642,0.0
1999-08-18,0.0412705,0.0433452,0.0405864,0.0426466,76517411,0.021947870512596168
1999-08-19,0.0458586,0.0541092,0.044251,0.0518125,536759047,0.21492686404074401
1999-08-20,0.0520423,0.0522719,0.0495241,0.0513634,96654000,-0.00866779252110983
1999-08-23,0.0506643,0.0506643,0.0465426,0.0481421,139086747,-0.06271586382521399
1999-08-24,0.0474581,0.0483788,0.0451755,0.0479156,109188831,-0.00470482176722653
1999-08-25,0.0481421,0.0486054,0.0458586,0.0476939,96235336,-0.00462688560719271
1999-08-26,0.0476939,0.0483788,0.0463127,0.0469969,75339676,-0.014614028209058105
1999-08-27,0.0479156,0.0515931,0.0476939,0.0497567,150626995,0.05872302215678049
1999-08-30,0.0504347,0.0515931,0.0474581,0.0495241,43283113,-0.004674747320461359
1999-08-31,0.0497567,0.0538797,0.0488351,0.0536499,215172055,0.08330893443798071
1999-09-01,0.0536499,0.0536499,0.0504347,0.0511337,154682929,-0.04690036700907185
1999-09-02,0.0495241,0.0509039,0.0483788,0.0506643,93016610,-0.00917985594627413
1999-09-03,0.0515931,0.0522719,0.0506643,0.0509039,71244233,0.0047291682703600735
1999-09-07,0.0518125,0.0518125,0.0504347,0.0506643,34594996,-0.004706908507992491
1999-09-08,0.0509039,0.0511337,0.0506643,0.0506643,46671873,0.0
1999-09-09,0.0511337,0.0515931,0.0490628,0.0499754,57571126,-0.013597345665488314
1999-09-10,0.0506643,0.0513634,0.0504347,0.0506643,46292348,0.013784782112799432
1999-09-13,0.0509039,0.0509039,0.0483788,0.0490628,47797060,-0.03161002915267763
1999-09-14,0.0490628,0.0490628,0.0472315,0.0474581,68365653,-0.032707061154275574
1999-09-15,0.0469969,0.0483788,0.0465426,0.0479156,58225371,0.009640082514892123
1999-09-16,0.0472315,0.0476939,0.0460801,0.0467673,43793384,-0.023965055222098908
1999-09-17,0.0463127,0.0467673,0.0449409,0.0465426,47352297,-0.004804639138885403
1999-09-20,0.0458586,0.0463127,0.0449409,0.0449409,62987979,-0.034413633961145385
1999-09-21,0.0440182,0.044251,0.0401271,0.0405864,201433511,-0.09689392068249625
1999-09-22,0.0405864,0.0417307,0.0382868,0.0414991,102738238,0.022487828435140633
1999-09-23,0.0417307,0.0417307,0.0378386,0.0380583,103523227,-0.0829126414789717
1999-09-24,0.0382868,0.0392015,0.0320983,0.0346193,187210845,-0.0903613666401285
1999-09-27,0.036919,0.0376018,0.0346193,0.0366834,117759123,0.059622811553093236
1999-09-28,0.036919,0.0405864,0.0366834,0.0401271,112682387,0.0938762492026366
1999-09-29,0.0410388,0.0424127,0.0362297,0.036919,162494581,-0.07994846375641396
1999-09-30,0.0382868,0.0394331,0.0362297,0.0366834,93631596,-0.00638153796148333
1999-10-01,0.0362297,0.0376018,0.0346193,0.0364567,95123219,-0.006179906987901829
1999-10-04,0.0378386,0.0378386,0.0366834,0.037377,48412137,0.025243645201019183
1999-10-05,0.037377,0.0410388,0.037377,0.0408112,130764895,0.0918800331754821
1999-10-06,0.0410388,0.0476939,0.0405864,0.0458586,411502551,0.12367683381032668
1999-10-07,0.0476939,0.0476939,0.0424127,0.0426466,133211601,-0.07004138809296401
1999-10-08,0.0426466,0.0463127,0.0410388,0.0449409,108822345,0.05379795810216992
1999-10-11,0.0451755,0.0454024,0.0424127,0.0437967,148729838,-0.025460104270274897
1999-10-12,0.0440182,0.0444845,0.0428759,0.0431057,88253992,-0.01577744441932849
1999-10-13,0.0426466,0.0426466,0.0410388,0.0419634,76726583,-0.02649997564127249
1999-10-14,0.0419634,0.0419634,0.0405864,0.0410388,52481271,-0.022033486323796425
1999-10-15,0.038972,0.0410388,0.038972,0.0408112,58107506,-0.0055459711297601855
1999-10-18,0.0410388,0.0410388,0.0385123,0.0387442,59272191,-0.050647861371388214
1999-10-19,0.0398945,0.0398945,0.0364567,0.0371475,84472487,-0.04121132969579966
1999-10-20,0.0378386,0.038972,0.0371475,0.0385123,95541773,0.03674002288175515
1999-10-21,0.0382868,0.0401271,0.037377,0.0401271,104609206,0.041929461496716725
1999-10-22,0.0401271,0.0424127,0.0401271,0.0412705,78715447,0.028494458856981986
1999-10-25,0.0410388,0.0414991,0.0392015,0.0392015,58696423,-0.05013266134405936
1999-10-26,0.0408112,0.0444845,0.0405864,0.0428759,131379962,0.09373110722803979
1999-10-27,0.0433452,0.04356,0.0403518,0.0410388,58814169,-0.042846914000639114
1999-10-28,0.0412705,0.0419634,0.038972,0.0392015,61025404,-0.044769827577804455
1999-10-29,0.0396677,0.0428759,0.0394331,0.04218,90726847,0.0759792354884381
1999-11-01,0.0414991,0.0465426,0.0414991,0.0449409,213340195,0.0654551920341393
1999-11-02,0.0458586,0.0479156,0.0454024,0.0476939,228648999,0.06125823025351074
1999-11-03,0.0497567,0.0536499,0.0492945,0.0525018,548443400,0.10080744078383197
1999-11-04,0.0529609,0.0573246,0.0529609,0.0557067,343974295,0.06104362136155328
1999-11-05,0.0573246,0.0577738,0.0513634,0.0538797,168317038,-0.03279677309910645
1999-11-08,0.0522719,0.0570848,0.0506643,0.0554773,128802330,0.029651241562220987
1999-11-09,0.0554773,0.0557067,0.0525018,0.0547982,74790097,-0.012241042732793472
1999-11-10,0.0547982,0.0550179,0.0531905,0.0541092,39279146,-0.01257340569580745
1999-11-11,0.0541092,0.060989,0.0529609,0.0580132,153557953,0.07215039216990826
1999-11-12,0.0605396,0.0612287,0.0570848,0.0612287,137058464,0.05542704074245175
1999-11-15,0.0616878,0.0635152,0.058932,0.0598507,99074678,-0.022505785685471014
1999-11-17,0.0669402,0.071753,0.0658019,0.0681083,214975762,0.13796998197180654
1999-11-18,0.0696961,0.0701552,0.0678686,0.0683281,64440393,0.003227213129677331
1999-11-19,0.0765857,0.0848433,0.076356,0.081858,590274019,0.19801370153714215
1999-11-22,0.0839146,0.0841545,0.0768152,0.081858,147643729,0.0
1999-11-23,0.0733705,0.0768152,0.0726915,0.0758966,151006450,-0.07282611351364565
1999-11-24,0.075667,0.076356,0.0678686,0.0736001,111465524,-0.030258272439081524
1999-11-26,0.0729113,0.0736001,0.0706147,0.0731409,20254504,-0.0062391219577148105
1999-11-29,0.0729113,0.0738298,0.0687874,0.070385,81554658,-0.03767932852890776
1999-11-30,0.0706147,0.0719926,0.066251,0.066251,86186591,-0.05873410527811318
1999-12-01,0.066251,0.070385,0.066251,0.0694663,61352401,0.04853209762871491
1999-12-02,0.0696961,0.075667,0.0696961,0.0747485,84878171,0.07603974877026709
1999-12-03,0.0754375,0.0765857,0.0719926,0.0729113,93736362,-0.024578419633838777
1999-12-06,0.0731409,0.0751977,0.0731409,0.074978,48843920,0.028345400507191698
1999-12-07,0.0754375,0.075667,0.0694663,0.0724518,51421512,-0.03369254981461234
1999-12-08,0.072232,0.076356,0.0719926,0.075667,54993535,0.044377089320072116
1999-12-09,0.0754375,0.0772747,0.0706147,0.0733705,59167375,-0.03035008656349525
1999-12-10,0.0747485,0.074978,0.071074,0.0724518,27149950,-0.012521381209069204
1999-12-13,0.071753,0.0740594,0.0706147,0.072232,50335373,-0.0030337410526721786
1999-12-14,0.0724518,0.0740594,0.070385,0.071074,74698591,-0.016031675711596027
1999-12-15,0.0706147,0.0708444,0.0671698,0.0687874,56812185,-0.03217210231589607
1999-12-16,0.0692365,0.0701552,0.0681083,0.0683281,36596969,-0.00667709493308366
1999-12-17,0.0701552,0.0729113,0.0699257,0.0719926,71885398,0.0536309366131944
1999-12-20,0.0719926,0.0793316,0.0694663,0.0779734,110313967,0.08307520495161991
1999-12-21,0.0779734,0.0813986,0.074978,0.0811689,106532772,0.04098192460505756
1999-12-22,0.0813986,0.0841545,0.078423,0.0832259,68718950,0.025342218509798675
1999-12-23,0.0832259,0.0887275,0.0830161,0.0887275,76661075,0.06610442182061105
1999-12-27,0.0905548,0.0905548,0.0843841,0.0853027,55307533,-0.03859908145727087
1999-12-28,0.0853027,0.0882682,0.0848433,0.0850629,49092541,-0.00281116541445936
1999-12-29,0.0848433,0.0887275,0.0848433,0.087819,36413646,0.03240072934263938
1999-12-30,0.087819,0.089187,0.0864409,0.0887275,38193138,0.010345141711930239
1999-12-31,0.0884978,0.0898759,0.0880387,0.0896361,35105266,0.010240342622073184
2000-01-03,0.0903253,0.091014,0.0843841,0.0894165,82535971,-0.0024499057857270135
2000-01-04,0.087819,0.0880387,0.0825467,0.0871299,82352798,-0.025572461458455598
2000-01-05,0.0846137,0.0859816,0.0830161,0.0841545,51526148,-0.034149011992438916
2000-01-06,0.0841545,0.0841545,0.0754375,0.0786527,32920079,-0.06537737138239774
2000-01-07,0.078423,0.0809392,0.0772747,0.0800206,20018913,0.017391647076324013
2000-01-10,0.0802502,0.0859816,0.0788823,0.0825467,66102030,0.031568121208788824
2000-01-11,0.0820874,0.0832259,0.0793316,0.0793316,41006340,-0.03894886167466416
2000-01-12,0.0793316,0.0793316,0.0761264,0.0772747,34228620,-0.025927877415809042
2000-01-13,0.0772747,0.0811689,0.0761264,0.08048,36426715,0.04147929399920014
2000-01-14,0.0816381,0.0873596,0.0813986,0.0839146,165490686,0.04267644135188875
2000-01-18,0.0850629,0.087819,0.0811689,0.0875893,71702195,0.043790949369954646
2000-01-19,0.087819,0.087819,0.0859816,0.0866707,45114763,-0.010487582387346261
2000-01-20,0.0873596,0.0921724,0.0857421,0.0864409,49249605,-0.002651415068760321
2000-01-21,0.0862015,0.0866707,0.0834654,0.0855225,148651220,-0.010624600160340725
2000-01-24,0.0882682,0.0882682,0.0811689,0.0816381,70433064,-0.045419626414101466
2000-01-25,0.0820874,0.0830161,0.078423,0.0809392,64937564,-0.008560953770359703
2000-01-26,0.0809392,0.0832259,0.0761264,0.077734,63681442,-0.039600094886037995
2000-01-27,0.0781833,0.0781833,0.0706147,0.0736001,125243426,-0.053180075642575875
2000-01-28,0.0726915,0.0731409,0.0685576,0.0715432,53384126,-0.027946972898134637
2000-01-31,0.071753,0.0733705,0.0669402,0.0708444,49720557,-0.009767525075758399
2000-02-01,0.0708444,0.0731409,0.0683281,0.0724518,25619199,0.022689161034605387
2000-02-02,0.0729113,0.0758966,0.0724518,0.0745187,40665993,0.028527931673195006
2000-02-03,0.0768152,0.078423,0.0751977,0.075667,29910825,0.015409554917088064
2000-02-04,0.0781833,0.0781833,0.0758966,0.0775044,34280937,0.024282712410958585
2000-02-07,0.0779734,0.0779734,0.0726915,0.0726915,59507632,-0.062098409896728324
2000-02-08,0.0745187,0.0788823,0.0726915,0.0761264,128291980,0.04725311762723283
2000-02-09,0.0791219,0.08048,0.0779734,0.0781833,161094404,0.027019535929716954
2000-02-10,0.0830161,0.0956073,0.0830161,0.0940097,264513166,0.202426860979263
2000-02-11,0.0988226,0.0988226,0.0887275,0.0956073,115730980,0.01699399104560495
2000-02-14,0.095837,0.110746,0.0949185,0.110746,177541615,0.15834251150278256
2000-02-15,0.110976,0.111203,0.102038,0.106611,123424526,-0.03733769165477763
2000-02-16,0.10777,0.1151,0.106611,0.111432,278225431,0.045220474435095914
2000-02-17,0.111203,0.116005,0.109596,0.115328,146505353,0.03496302677866314
2000-02-18,0.113731,0.130455,0.112801,0.128628,262053230,0.11532325194228621
2000-02-22,0.124724,0.126332,0.120381,0.125184,147892360,-0.02677488571695119
2000-02-23,0.123804,0.12726,0.122218,0.125873,139793119,0.005503898261758788
2000-02-24,0.126561,0.127479,0.119451,0.124724,67266645,-0.009128248313776677
2000-02-25,0.124724,0.124724,0.111662,0.116935,76033110,-0.0624498893556974
2000-02-28,0.116245,0.117624,0.114181,0.116005,141821242,-0.00795313635780559
2000-02-29,0.115328,0.123804,0.115328,0.122218,83988465,0.0535580362915391
2000-03-01,0.122218,0.122218,0.116705,0.118764,105224272,-0.028260976288271733
2000-03-02,0.119681,0.119681,0.110286,0.110746,52664394,-0.06751204068572969
2000-03-03,0.110746,0.113731,0.109826,0.112582,74620004,0.01657847687501124
2000-03-06,0.113261,0.121758,0.110746,0.111662,117798381,-0.008171821427937043
2000-03-07,0.143305,0.166691,0.137127,0.159113,532676804,0.4249520875499275
2000-03-08,0.159113,0.161869,0.14765,0.16049,182526514,0.008654226870211668
2000-03-09,0.162318,0.206332,0.161869,0.191693,260155983,0.1944233285562964
2000-03-10,0.201538,0.276976,0.200162,0.225382,589305826,0.17574454987923405
2000-03-13,0.204515,0.286661,0.202447,0.285325,658469649,0.26596178931769177
2000-03-14,0.283698,0.283698,0.206332,0.210464,427818837,-0.2623709804608779
2000-03-15,0.225382,0.231335,0.1949,0.201768,271709511,-0.04131823019613812
2000-03-16,0.20817,0.215518,0.177016,0.179991,204796222,-0.1079308909242298
2000-03-17,0.17586,0.204515,0.17586,0.190775,152131587,0.05991410681645193
2000-03-20,0.198324,0.204744,0.184585,0.190775,99650526,0.0
2000-03-21,0.191005,0.192843,0.166222,0.181369,146871819,-0.04930415410824274
2000-03-22,0.182746,0.188259,0.179532,0.182516,62883313,0.006324123747718735
2000-03-23,0.180911,0.19583,0.180451,0.185733,84681829,0.01762585198010047
2000-03-24,0.184585,0.193072,0.171964,0.178154,63315126,-0.040805888022053205
2000-03-27,0.177695,0.183445,0.164844,0.166222,106048671,-0.06697576254251936
2000-03-28,0.16049,0.162318,0.150865,0.153829,107906670,-0.07455691785684215
2000-03-29,0.154528,0.158194,0.137567,0.143765,128553539,-0.06542329469735864
2000-03-30,0.139412,0.156127,0.13459,0.142846,98943813,-0.006392376447675097
2000-03-31,0.152692,0.167828,0.149947,0.16141,262956166,0.12995813673466539
2000-04-03,0.16004,0.16049,0.144683,0.14881,90491326,-0.07806207793816988
2000-04-04,0.156586,0.159343,0.108907,0.143305,140080908,-0.036993481620858915
2000-04-05,0.144683,0.186423,0.137357,0.17517,174532110,0.22235790795855004
2000-04-06,0.183445,0.192613,0.17448,0.183445,110497211,0.04723982417080563
2000-04-07,0.192613,0.200631,0.184345,0.196049,87115505,0.0687072419526289
2000-04-10,0.199243,0.210924,0.17494,0.178614,108011136,-0.08893184867048542
2000-04-11,0.166222,0.181598,0.152922,0.168058,124981807,-0.05909951067665453
2000-04-12,0.168288,0.171964,0.149947,0.150625,85663251,-0.10373204488926446
2000-04-13,0.151784,0.157046,0.141698,0.144223,85597774,-0.04250290456431549
2000-04-14,0.135048,0.145373,0.125184,0.131383,115678702,-0.08902879568446076
2000-04-17,0.120381,0.143305,0.120381,0.138266,80364054,0.05238881742691226
2000-04-18,0.152004,0.171514,0.14765,0.162548,130516355,0.17561801165868696
2000-04-19,0.167828,0.170124,0.152922,0.154758,76608838,-0.047924305435932735
2000-04-20,0.159113,0.162098,0.152004,0.154069,42013852,-0.004452112330218805
2000-04-24,0.145133,0.151555,0.138723,0.14651,56812185,-0.04906243306570435
2000-04-25,0.152922,0.16713,0.152692,0.162318,68077904,0.10789707187222697
2000-04-26,0.173801,0.177695,0.16049,0.16072,69961942,-0.009844872410946337
2000-04-27,0.149947,0.17563,0.149029,0.173801,76988243,0.0813899950223993
2000-04-28,0.176556,0.183445,0.170354,0.170354,49026993,-0.01983302742792048
2000-05-01,0.176796,0.180451,0.171514,0.17586,33194889,0.03232093170691619
2000-05-02,0.17586,0.185963,0.164165,0.168988,64335797,-0.03907653815535084
2000-05-03,0.167828,0.173332,0.152922,0.166222,90164219,-0.01636802613203303
2000-05-04,0.165763,0.1754,0.164394,0.168288,65931976,0.012429161001552114
